customer,billing,date
jcGZ_,42.38,2018-11-06
dv5uC,31.33,2018-11-06
JFfOZ,79.99999999999999,2018-11-06
j7OnJ,8.93,2018-11-06
e6pHS,27.75,2018-11-06
gOCOS,21.57,2018-11-06
GtCCo,26.08,2018-11-06
eUb9X,26.919999999999998,2018-11-06
7VA4R,15.239999999999998,2018-11-06
D9Q1o,16.83,2018-11-06
1_Rfh,7.13,2018-11-06
JM7ra,21.000000000000004,2018-11-06
rSl7I,2.75,2018-11-06
VOxoC,40.43,2018-11-06
JI1~N,27.770000000000003,2018-11-06
m_aW~,27.5,2018-11-06
hH_ot,27.22,2018-11-06
riyIe,3.7199999999999998,2018-11-06
Omwxx,23.36,2018-11-06
45A_P,70.96000000000001,2018-11-06
OamkR,25.97,2018-11-06
CtsuT,20.59,2018-11-06
qJ7bq,30.54,2018-11-06
NJVV2,9.29,2018-11-06
rGr3P,9.17,2018-11-06
V7Rx0,3.51,2018-11-06
wfT_c,10.49,2018-11-06
Tur1q,2.6800000000000006,2018-11-06
Ekxrc,14.66,2018-11-06
FJX~_,10.73,2018-11-06
_0l4b,3.3499999999999996,2018-11-06
AAdhZ,60.03,2018-11-06
7gkQs,4.17,2018-11-06
CIP5w,25.939999999999998,2018-11-06
ZLWPK,26.58,2018-11-06
9BjIs,41.230000000000004,2018-11-06
bQQQn,19.299999999999997,2018-11-06
YIv~4,9.57,2018-11-06
nByu_,5.33,2018-11-06
M4Aph,13.79,2018-11-06
mWnUU,11.74,2018-11-06
jeORZ,14.71,2018-11-06
OuW1H,0.28000000000000025,2018-11-06
CKCai,59.89,2018-11-06
AJ_iw,25.489999999999995,2018-11-06
YXqmH,13.559999999999997,2018-11-06
dExb3,1.19,2018-11-06
FE49v,16.5,2018-11-06
vkWJF,0.0,2018-11-06
W~Ode,8.77,2018-11-06
LDpV6,26.47,2018-11-06
bGopD,4.19,2018-11-06
RjIOf,7.34,2018-11-06
SvwXm,19.15,2018-11-06
030On,35.22,2018-11-06
wnWma,23.59,2018-11-06
Tg0p1,9.940000000000001,2018-11-06
v2Xbq,18.96,2018-11-06
gCPT5,30.189999999999998,2018-11-06
Md_uc,9.3,2018-11-06
aU273,16.16,2018-11-06
D42j5,0.0,2018-11-06
tVyaw,3.9,2018-11-06
1OfOk,16.82,2018-11-06
Eon6N,45.45,2018-11-06
1sFyJ,51.79,2018-11-06
L4L3Z,34.82,2018-11-06
YGXAI,10.0,2018-11-06
r5zGK,10.440000000000001,2018-11-06
kXSkM,3.56,2018-11-06
cdOeM,22.6,2018-11-06
Oohkq,25.73,2018-11-06
zhg84,1.65,2018-11-06
vhkrU,4.86,2018-11-06
oEUv~,17.89,2018-11-06
B2TLI,15.66,2018-11-06
V2PhL,35.22,2018-11-06
fdoZS,14.89,2018-11-06
~0pFz,22.22,2018-11-06
ZyuPh,30.28,2018-11-06
nPvAx,13.530000000000001,2018-11-06
5YEKE,5.62,2018-11-06
y9Zel,24.330000000000002,2018-11-06
uKFoB,9.64,2018-11-06
Qex_K,33.47,2018-11-06
QaO1D,21.02,2018-11-06
fDva4,1.9900000000000002,2018-11-06
hiS5h,21.65,2018-11-06
8uGJ~,25.29,2018-11-06
_UIvY,20.219999999999995,2018-11-06
Gjxmf,30.13,2018-11-06
ymkSy,163.07999999999996,2018-11-06
gYZKK,1.31,2018-11-06
1PPpt,22.41,2018-11-06
i5lX8,72.42,2018-11-06
LNXRt,17.29,2018-11-06
EtOhY,5.35,2018-11-06
Nnf2J,9.56,2018-11-06
9jDUm,30.75,2018-11-06
mTBmc,19.010000000000005,2018-11-06
5zQqi,24.1,2018-11-06
TGL9L,5.91,2018-11-06
OZdhv,16.02,2018-11-06
uogJ7,17.41,2018-11-06
9vExV,51.64,2018-11-06
KzvML,30.39,2018-11-06
XfXAQ,4.71,2018-11-06
AAiLr,45.29,2018-11-06
KJE1g,4.609999999999999,2018-11-06
nKqTU,5.87,2018-11-06
hcUZJ,15.73,2018-11-06
ajxkg,38.35000000000001,2018-11-06
qPcn7,3.5,2018-11-06
fJXUk,8.32,2018-11-06
0jQwP,40.8,2018-11-06
0Yjeo,38.4,2018-11-06
Tb9rf,17.3,2018-11-06
foj9~,23.200000000000003,2018-11-06
TXJ3k,11.52,2018-11-06
Bi4J8,8.82,2018-11-06
K5gZ2,3.74,2018-11-06
26ErL,12.489999999999998,2018-11-06
3wl7g,45.41,2018-11-06
a8svz,20.0,2018-11-06
98dMl,7.75,2018-11-06
tDXgF,10.89,2018-11-06
q2sC7,9.600000000000001,2018-11-06
r5Ok5,69.88999999999999,2018-11-06
V~Us7,11.61,2018-11-06
LLgf4,36.49,2018-11-06
t82IS,55.45,2018-11-06
rEvBM,22.259999999999998,2018-11-06
drGIE,9.09,2018-11-06
msk9V,11.96,2018-11-06
W6n19,16.1,2018-11-06
0c2Yp,41.870000000000005,2018-11-06
mwTdm,10.44,2018-11-06
7rMK0,7.92,2018-11-06
jbd7y,35.63,2018-11-06
H81O5,8.23,2018-11-06
OrwuJ,13.7,2018-11-06
4totu,62.470000000000006,2018-11-06
6b3xb,29.130000000000003,2018-11-06
rNEvV,53.23,2018-11-06
ff3iM,60.89000000000001,2018-11-06
pErIE,42.77,2018-11-06
hGG7a,12.379999999999999,2018-11-06
XDkGe,21.080000000000002,2018-11-06
4DP_8,52.44,2018-11-06
oEn01,19.31,2018-11-06
wtZPP,41.92,2018-11-06
QrGpL,6.93,2018-11-06
L3dVo,47.44,2018-11-06
64afR,16.85,2018-11-06
sksnv,0.0,2018-11-06
GzGxp,14.469999999999999,2018-11-06
T66PJ,14.23,2018-11-06
j23Au,2.64,2018-11-06
oRKzk,8.2,2018-11-06
dxOsO,57.32,2018-11-06
j3dCQ,26.189999999999998,2018-11-06
2862J,9.98,2018-11-06
7pecs,12.27,2018-11-06
exczO,6.64,2018-11-06
tMmz1,5.49,2018-11-06
B~9oV,3.42,2018-11-06
7B7x0,17.93,2018-11-06
P57Xc,29.740000000000002,2018-11-06
xBTVd,11.379999999999999,2018-11-06
hqGdx,20.4,2018-11-06
T2szi,57.8,2018-11-06
3sBd_,34.84,2018-11-06
o6US7,25.58,2018-11-06
fzQBA,11.27,2018-11-06
81la6,23.240000000000002,2018-11-06
JSizU,11.6,2018-11-06
RlVOS,51.15,2018-11-06
nY01p,32.980000000000004,2018-11-06
fqOH_,14.75,2018-11-06
Vhp8w,49.1,2018-11-06
RjDmI,6.12,2018-11-06
SlST2,16.57,2018-11-06
UVKph,15.719999999999999,2018-11-06
hsgR~,22.439999999999998,2018-11-06
XWDYN,17.4,2018-11-06
_OEX2,18.83,2018-11-06
A5_wE,12.82,2018-11-06
47FnA,43.54,2018-11-06
oB~Pg,28.46,2018-11-06
YzKjZ,18.009999999999998,2018-11-06
17X0_,13.57,2018-11-06
akZsL,48.730000000000004,2018-11-06
pRupJ,22.390000000000004,2018-11-06
MRJNf,33.31,2018-11-06
KClfz,24.26,2018-11-06
ppcCm,10.75,2018-11-06
nyYGA,8.530000000000001,2018-11-06
BHAsx,11.21,2018-11-06
sYMtV,14.079999999999998,2018-11-06
mB~rY,5.58,2018-11-06
ExSti,11.58,2018-11-06
qQkgC,21.880000000000003,2018-11-06
5KHTH,18.12,2018-11-06
8sl67,44.65,2018-11-06
v0nK4,51.1,2018-11-06
71X7q,16.79,2018-11-06
Rl6ZP,14.129999999999999,2018-11-06
Q45xR,26.63,2018-11-06
1cZcW,6.74,2018-11-06
tAemU,14.01,2018-11-06
sDOxB,2.3,2018-11-06
qeTuR,1.1099999999999999,2018-11-06
98ZVb,21.66,2018-11-06
f56o_,18.36,2018-11-06
D8nyx,46.69000000000001,2018-11-06
sW8fg,4.82,2018-11-06
LBph6,22.17,2018-11-06
Qbalf,22.34,2018-11-06
kE91a,59.81999999999999,2018-11-06
UZhFj,17.23,2018-11-06
N9czO,24.18,2018-11-06
Towz7,10.66,2018-11-06
57eEl,33.38,2018-11-06
XnBA5,21.380000000000003,2018-11-06
RXC9a,16.77,2018-11-06
PCRdQ,10.83,2018-11-06
OxTMC,8.61,2018-11-06
R83MB,20.88,2018-11-06
O~nRs,6.27,2018-11-06
uXxXi,4.78,2018-11-06
ghdP2,33.14,2018-11-06
0t5NL,23.799999999999997,2018-11-06
gE9jO,20.0,2018-11-06
dEucI,24.72,2018-11-06
a8PeQ,32.61,2018-11-06
OeGC2,47.21999999999999,2018-11-06
br~Pd,17.479999999999997,2018-11-06
cj0aW,4.0,2018-11-06
BxswF,15.110000000000001,2018-11-06
8m_GP,14.629999999999999,2018-11-06
qN8Ff,92.25999999999999,2018-11-06
RrHZF,59.47,2018-11-06
dV8Dq,20.53,2018-11-06
qmwXh,14.469999999999999,2018-11-06
gEqKY,33.82,2018-11-06
4poYS,25.400000000000002,2018-11-06
HAUnx,3.58,2018-11-06
isboz,28.6,2018-11-06
RV1pa,16.1,2018-11-06
dXSC5,5.0600000000000005,2018-11-06
UMiZc,6.51,2018-11-06
iZyID,2.76,2018-11-06
uDDd6,13.14,2018-11-06
8jcr8,7.07,2018-11-06
mgL8c,28.299999999999997,2018-11-06
etw3d,4.9399999999999995,2018-11-06
r8SwW,45.559999999999995,2018-11-06
83AaG,22.12,2018-11-06
7SRSz,32.230000000000004,2018-11-06
mfLtF,10.549999999999999,2018-11-06
MGbGA,3.54,2018-11-06
lrUIt,4.37,2018-11-06
eW4af,5.41,2018-11-06
f28Jp,16.8,2018-11-06
LgClR,70.66000000000001,2018-11-06
ChIh6,5.08,2018-11-06
Txr0Y,2.16,2018-11-06
4HLEx,57.28,2018-11-06
Eot2P,20.889999999999997,2018-11-06
mBPOx,7.76,2018-11-06
g4OGn,62.99000000000001,2018-11-06
TOoBU,11.27,2018-11-06
UK2IM,8.92,2018-11-06
EF4Hw,38.489999999999995,2018-11-06
NFm7l,26.729999999999997,2018-11-06
_YFeg,15.55,2018-11-06
Ahb41,7.35,2018-11-07
amP0~,51.21000000000001,2018-11-07
hKeeZ,8.25,2018-11-07
of4G0,41.51,2018-11-07
AcHFJ,2.97,2018-11-07
b6WtN,11.0,2018-11-07
Zeyjv,34.7,2018-11-07
eQYtw,7.98,2018-11-07
GLLQ_,5.14,2018-11-07
CGktV,8.1,2018-11-07
lwget,23.889999999999997,2018-11-07
mg3cN,35.33,2018-11-07
r98tV,5.84,2018-11-07
Sb06i,3.94,2018-11-07
DNBOS,2.27,2018-11-07
vIMAN,10.41,2018-11-07
4L95T,14.629999999999999,2018-11-07
ymCO2,75.35000000000001,2018-11-07
~Cjq_,20.23,2018-11-07
9BI1G,8.54,2018-11-07
ygkfl,14.77,2018-11-07
4ibgu,33.26,2018-11-07
XSPnQ,3.58,2018-11-07
fxDkj,3.6,2018-11-07
UL~0s,4.33,2018-11-07
iRDiQ,14.100000000000001,2018-11-07
EQBS0,2.24,2018-11-07
eHBI1,7.48,2018-11-07
LJJRa,6.53,2018-11-07
TNkdy,26.6,2018-11-07
AXckR,15.78,2018-11-07
Td9qR,14.46,2018-11-07
~5XTb,9.46,2018-11-07
VYO5a,42.41,2018-11-07
CIQ0f,20.71,2018-11-07
Z95_V,15.540000000000001,2018-11-07
zzZ~e,9.68,2018-11-07
0Foty,7.42,2018-11-07
niYZ6,21.96,2018-11-07
eqwb9,18.259999999999998,2018-11-07
xlqIm,10.5,2018-11-07
8PJt7,38.959999999999994,2018-11-07
zVpcC,22.93,2018-11-07
Dfdfv,18.8,2018-11-07
sJkjA,14.17,2018-11-07
Ca73Y,26.799999999999997,2018-11-07
Zn7LD,29.02,2018-11-07
UxZuF,24.05,2018-11-07
0vNQa,21.93,2018-11-07
9LBqx,11.45,2018-11-07
Kh~ae,16.330000000000002,2018-11-07
VBEA5,31.35,2018-11-07
Khm7b,14.89,2018-11-07
eaev3,7.0,2018-11-07
891~Y,29.44,2018-11-07
dfpaa,11.129999999999999,2018-11-07
~hA7U,81.71,2018-11-07
X1s2G,9.53,2018-11-07
WSc28,117.99000000000001,2018-11-07
8EPpv,7.529999999999999,2018-11-07
1HKhC,27.659999999999997,2018-11-07
_QQgL,20.72,2018-11-07
o_00X,9.719999999999999,2018-11-07
d~nZH,16.869999999999997,2018-11-07
em2BQ,16.21,2018-11-07
xEgqd,40.33,2018-11-07
0zkwX,17.26,2018-11-07
PA9uE,8.48,2018-11-07
dstDx,20.6,2018-11-07
vsXAy,10.16,2018-11-07
vFThq,10.469999999999999,2018-11-07
IwOe8,14.99,2018-11-07
fybXR,27.149999999999995,2018-11-07
1bBmb,20.37,2018-11-07
HCftC,157.87999999999997,2018-11-07
JGko6,18.090000000000003,2018-11-07
gttny,2.65,2018-11-07
IlWxz,17.990000000000002,2018-11-07
P9gTh,5.32,2018-11-07
j9fHm,10.650000000000002,2018-11-07
tLZEs,22.1,2018-11-07
imVyc,79.77,2018-11-07
RRjHa,15.709999999999999,2018-11-07
fveUA,14.04,2018-11-07
NxSHQ,15.66,2018-11-07
Sii0g,43.919999999999995,2018-11-07
PyQT7,23.09,2018-11-07
yoAC~,43.18,2018-11-07
bzalG,27.869999999999997,2018-11-07
y2Ian,20.02,2018-11-07
TbwnF,9.66,2018-11-07
_bnZc,12.959999999999999,2018-11-07
pK1tx,32.59,2018-11-07
c1q0j,18.799999999999997,2018-11-07
_1lcM,6.95,2018-11-07
QWO2g,27.15,2018-11-07
F0NjD,100.04,2018-11-07
yeipe,9.89,2018-11-07
bEvsN,12.620000000000001,2018-11-07
X0ZxM,14.17,2018-11-07
ZDGWJ,30.779999999999998,2018-11-07
J5VyE,13.64,2018-11-07
nK73o,10.79,2018-11-07
fXZrz,24.979999999999997,2018-11-07
AdSVW,2.03,2018-11-07
vNwgv,19.099999999999998,2018-11-07
0dube,7.27,2018-11-07
fz1hS,13.120000000000001,2018-11-07
58kVH,34.99,2018-11-07
qzczE,85.62,2018-11-07
3CAt~,75.92999999999999,2018-11-07
Mrb13,21.33,2018-11-07
IMvGZ,3.8299999999999996,2018-11-07
k1dW3,11.83,2018-11-07
dxCSY,20.810000000000002,2018-11-07
qTN1k,16.900000000000002,2018-11-07
hiJbb,33.989999999999995,2018-11-07
AP4Qa,37.34,2018-11-07
F53lV,14.119999999999997,2018-11-07
jfC_U,25.599999999999998,2018-11-07
KKr2K,18.62,2018-11-07
SZPgo,13.09,2018-11-07
pM0y_,12.42,2018-11-07
m5uQe,22.009999999999998,2018-11-07
UQkWO,7.8,2018-11-07
v~j~Q,15.630000000000003,2018-11-07
UR9Ae,13.8,2018-11-07
VcwR5,11.48,2018-11-07
wMcgE,101.71,2018-11-07
nbBOh,22.6,2018-11-07
Q3S8l,9.99,2018-11-07
rJfw4,35.94,2018-11-07
1fucq,4.85,2018-11-07
I76bd,9.29,2018-11-07
mzj2j,5.37,2018-11-07
ylH7u,29.0,2018-11-07
HhV56,4.91,2018-11-07
47OpM,6.95,2018-11-07
wmyLB,50.03,2018-11-07
WHj7r,11.46,2018-11-07
KfwGk,7.79,2018-11-07
LeLtK,17.35,2018-11-07
jyuNl,10.99,2018-11-07
bFLd0,11.43,2018-11-07
jlSQr,40.94,2018-11-07
fSexp,8.86,2018-11-07
ATwRG,7.0,2018-11-07
H~lm_,69.95,2018-11-07
u1XQE,21.46,2018-11-07
SGeTM,17.97,2018-11-07
_mWwe,18.17,2018-11-07
BqEZj,8.9,2018-11-07
LK280,25.059999999999995,2018-11-07
8k0OL,9.98,2018-11-07
CZaie,-4.440892098500626e-16,2018-11-07
oJ0zd,26.83,2018-11-07
G0c~V,84.47000000000001,2018-11-07
gyt2S,6.46,2018-11-07
Zfx2T,8.54,2018-11-07
ocuti,38.29,2018-11-07
Rc~wM,5.84,2018-11-07
vda5w,7.0,2018-11-07
cUPQr,40.42,2018-11-07
~yyle,23.72,2018-11-07
H3hxL,7.0,2018-11-07
NQ4Xt,17.21,2018-11-07
DG8Og,10.370000000000001,2018-11-07
AMuVW,3.13,2018-11-07
rrSik,25.04,2018-11-07
GQK~6,4.86,2018-11-07
r_kkh,25.84,2018-11-07
QkvZe,35.31,2018-11-07
zideo,21.79,2018-11-07
NQcCB,77.63,2018-11-07
JNQ95,111.08000000000001,2018-11-07
UUnk7,30.79,2018-11-07
oj6~3,11.04,2018-11-07
cY2bh,19.17,2018-11-07
zEVtJ,10.84,2018-11-07
oZZ58,7.299999999999999,2018-11-07
4mZkf,20.31,2018-11-07
EbmQS,75.88000000000001,2018-11-07
N1yyR,0.0,2018-11-07
ao1ff,18.69,2018-11-07
IoRty,9.0,2018-11-07
fwtDp,20.94,2018-11-07
6WqpP,19.72,2018-11-07
MkXdE,31.060000000000002,2018-11-07
MPxYm,29.59,2018-11-07
rddZW,7.0,2018-11-07
bYXkG,22.58,2018-11-07
v38tL,19.689999999999998,2018-11-07
pNz5_,17.78,2018-11-07
2nEl1,13.700000000000001,2018-11-07
hCkXR,9.38,2018-11-07
rqxvo,15.06,2018-11-07
_~qxL,30.65,2018-11-07
Dgquz,8.29,2018-11-07
NnKbh,6.49,2018-11-07
e9OtK,18.88,2018-11-07
fZsQb,14.530000000000001,2018-11-07
3esIn,33.690000000000005,2018-11-07
HPdXD,15.16,2018-11-07
MATvp,33.83,2018-11-07
3kf0Q,12.610000000000001,2018-11-07
oSQoo,9.22,2018-11-07
aHiYU,41.300000000000004,2018-11-07
A3h8x,0.0,2018-11-07
xaTdv,3.59,2018-11-07
oiNrQ,8.32,2018-11-07
2_Tdh,20.759999999999998,2018-11-07
9WXw7,39.22,2018-11-07
B8Cs9,17.83,2018-11-07
sGW2_,8.97,2018-11-07
Xe2IG,20.08,2018-11-07
MkaF_,51.629999999999995,2018-11-07
vaxof,25.16,2018-11-07
h4mVB,7.95,2018-11-07
agbNp,3.41,2018-11-07
fH5W9,11.39,2018-11-07
W~Aa6,21.95,2018-11-07
b~exk,15.3,2018-11-07
emi~A,16.0,2018-11-07
Gp4nR,36.91,2018-11-07
c2s1J,20.099999999999998,2018-11-07
R6gne,2.9699999999999998,2018-11-07
DKNJW,6.62,2018-11-07
VMOK~,15.780000000000001,2018-11-07
t10~i,26.52,2018-11-07
q4yV6,7.02,2018-11-07
XgCcy,11.54,2018-11-07
byna4,8.6,2018-11-07
IFrvZ,13.28,2018-11-07
Vx5WB,24.84,2018-11-07
0~kaV,22.09,2018-11-07
sMpPc,5.9,2018-11-07
79FM6,6.34,2018-11-07
Ke3At,39.769999999999996,2018-11-07
NOn00,10.65,2018-11-07
FpLNY,46.82,2018-11-07
2YDZv,14.55,2018-11-07
WaJJx,11.15,2018-11-07
Re0A1,5.699999999999999,2018-11-07
F_0L6,7.040000000000001,2018-11-07
EsJ7U,21.53,2018-11-07
pmIqV,13.36,2018-11-07
ZK2qo,9.190000000000001,2018-11-07
oiQmO,14.44,2018-11-07
bCOXO,1.66,2018-11-07
WChhX,12.5,2018-11-07
XSrFd,18.54,2018-11-07
4UIN8,20.03,2018-11-07
BNEDw,18.59,2018-11-07
elR9U,10.66,2018-11-07
loKmf,37.47,2018-11-07
s8XVF,38.22,2018-11-07
lLFi9,39.22,2018-11-07
fM0aD,18.95,2018-11-07
HxVIR,7.92,2018-11-07
j5SUQ,38.419999999999995,2018-11-07
DlvEl,23.1,2018-11-07
PSMF3,24.47,2018-11-07
P6trF,19.55,2018-11-07
td~Zo,26.24,2018-11-07
otv4V,7.199999999999999,2018-11-07
GMMof,25.660000000000004,2018-11-07
zSY7P,7.779999999999999,2018-11-07
lJlNx,10.129999999999999,2018-11-07
UmI2J,18.0,2018-11-07
SvvEt,7.369999999999999,2018-11-07
i9zwq,10.61,2018-11-07
EE9tV,13.23,2018-11-07
Y_9xF,10.629999999999999,2018-11-07
0gHWI,55.4,2018-11-07
~oSFM,15.44,2018-11-07
EDQDo,51.38,2018-11-07
mGv4D,45.45,2018-11-07
H~VaW,3.93,2018-11-07
gYxQD,21.990000000000002,2018-11-07
s0HKp,18.080000000000002,2018-11-07
Pr~8G,25.49,2018-11-07
uJR87,18.409999999999997,2018-11-07
s4Z59,19.229999999999997,2018-11-07
bFSIC,11.84,2018-11-07
YhAKE,6.16,2018-11-07
K4rW1,12.46,2018-11-07
DsWBD,5.0,2018-11-07
Gx~0Q,15.619999999999997,2018-11-07
KITwR,27.11,2018-11-07
KDOSx,19.869999999999997,2018-11-07
qosF_,12.659999999999998,2018-11-07
EevpT,18.36,2018-11-07
pe0aA,7.54,2018-11-07
V5zCI,23.87,2018-11-07
pgmxG,10.54,2018-11-07
dI5YZ,1.67,2018-11-07
D15ol,40.89,2018-11-07
Ot69u,47.32,2018-11-07
ZfqIv,12.9,2018-11-07
zn1zT,12.72,2018-11-07
eLFqn,160.90999999999997,2018-11-07
F~7BY,14.85,2018-11-07
yKxmI,17.07,2018-11-07
wQuY2,25.279999999999994,2018-11-07
nyPEt,104.82000000000001,2018-11-07
La8vT,41.510000000000005,2018-11-07
_WTEg,5.91,2018-11-07
xnUFn,30.629999999999995,2018-11-07
m1i7N,4.84,2018-11-07
eGaHE,25.47,2018-11-07
dj9vu,116.30000000000001,2018-11-07
wBYMx,10.040000000000001,2018-11-07
Xcjt1,5.14,2018-11-07
Tp_z2,12.27,2018-11-07
_bvF0,12.67,2018-11-07
VStKe,35.050000000000004,2018-11-07
OnpI6,30.84,2018-11-07
A43Nw,18.63,2018-11-07
1N867,31.12,2018-11-07
xMg63,73.0,2018-11-07
SCixh,28.12,2018-11-07
8kKFZ,38.169999999999995,2018-11-07
jg8PM,59.559999999999995,2018-11-07
lquet,15.14,2018-11-07
AhX0g,11.03,2018-11-07
l9rgq,3.88,2018-11-07
kdNx0,12.56,2018-11-07
Rt0zn,6.23,2018-11-07
KxBOu,18.57,2018-11-07
SFbJe,29.22,2018-11-07
2oYlY,10.219999999999999,2018-11-07
TlXSq,17.0,2018-11-07
THrHt,7.7,2018-11-07
4yT87,17.05,2018-11-07
TRNJU,12.899999999999999,2018-11-07
ERlIj,20.4,2018-11-07
hoEm9,21.979999999999997,2018-11-07
JHCNw,17.939999999999998,2018-11-07
5iQRS,60.72,2018-11-07
~toZW,9.99,2018-11-07
Gcn4K,30.6,2018-11-07
9nUKb,7.970000000000001,2018-11-07
~Aqh9,2.94,2018-11-07
UxtUQ,11.309999999999999,2018-11-07
LvTMw,6.95,2018-11-07
jFMB8,10.079999999999998,2018-11-07
_jw99,40.660000000000004,2018-11-07
pbxc0,8.77,2018-11-07
yui07,2.21,2018-11-07
50ugg,10.35,2018-11-07
qLnbn,30.97,2018-11-07
yilSX,9.45,2018-11-07
rU1Jw,9.84,2018-11-07
JR4tH,2.5,2018-11-07
oljjc,25.4,2018-11-07
uMPkZ,3.68,2018-11-07
zWSac,22.740000000000002,2018-11-07
9vWxg,17.28,2018-11-07
VoXbN,83.75,2018-11-07
zW__S,3.23,2018-11-07
FDDB3,5.95,2018-11-07
CuIVT,28.98,2018-11-07
2MAyo,0.0,2018-11-07
M_UB_,12.82,2018-11-07
UKcE_,57.3,2018-11-07
XeIyq,114.57,2018-11-07
xljf6,26.94,2018-11-07
Rw7mP,40.27,2018-11-07
tKzh0,16.849999999999998,2018-11-07
hPDTy,21.92,2018-11-07
uBSJM,34.04,2018-11-07
8lKFR,11.22,2018-11-07
2K6g~,17.23,2018-11-07
RM~q_,19.46,2018-11-07
nlTFQ,15.379999999999999,2018-11-07
idmoV,4.89,2018-11-07
kHZH7,4.5,2018-11-07
j3zQs,5.609999999999999,2018-11-07
nW2jC,4.76,2018-11-08
0GgBZ,6.98,2018-11-08
zmcYK,1.9699999999999998,2018-11-08
HSDlW,3.96,2018-11-08
6ZQVg,3.2,2018-11-08
5WXRk,33.61,2018-11-08
gqOS3,14.32,2018-11-08
7gfhj,12.629999999999999,2018-11-08
oGow8,6.68,2018-11-08
mxcB8,31.630000000000003,2018-11-08
iyOnJ,47.46000000000001,2018-11-08
5fLTM,19.23,2018-11-08
3fMNj,22.490000000000002,2018-11-08
7pBwf,16.6,2018-11-08
mLBEO,23.29,2018-11-08
In5_6,56.449999999999996,2018-11-08
p4FjV,5.109999999999999,2018-11-08
UqMK7,55.92999999999999,2018-11-08
uqUGs,7.1499999999999995,2018-11-08
6RwiU,8.959999999999999,2018-11-08
h4FTA,10.13,2018-11-08
9IGB7,44.49000000000001,2018-11-08
bdt~x,3.98,2018-11-08
jY9Bn,18.009999999999998,2018-11-08
XE_F~,10.370000000000001,2018-11-08
gELAK,18.1,2018-11-08
w0jq1,65.36,2018-11-08
EDzax,33.37,2018-11-08
cM8Pt,8.24,2018-11-08
o9Njj,23.85,2018-11-08
Zm2~4,8.549999999999999,2018-11-08
jQGIG,14.110000000000001,2018-11-08
TIXiE,13.75,2018-11-08
KpjgS,46.33,2018-11-08
xzd48,17.57,2018-11-08
5b4Cl,2.93,2018-11-08
F61En,22.130000000000003,2018-11-08
YijTq,15.229999999999999,2018-11-08
VI_tF,11.06,2018-11-08
mtFSq,13.35,2018-11-08
Gikba,31.52,2018-11-08
XO7wu,42.029999999999994,2018-11-08
nEO3k,15.830000000000002,2018-11-08
gtLDP,20.25,2018-11-08
sTiYM,5.61,2018-11-08
GnhC_,51.519999999999996,2018-11-08
G8kmn,47.21,2018-11-08
DPGRA,2.65,2018-11-08
SYFc8,25.299999999999997,2018-11-08
IbkAK,11.45,2018-11-08
weD8R,6.31,2018-11-08
FDD7C,9.16,2018-11-08
LeiJq,27.19,2018-11-08
9bphP,2.49,2018-11-08
hww_n,11.3,2018-11-08
oKDQY,7.33,2018-11-08
0VAmj,30.29,2018-11-08
MZKrL,18.53,2018-11-08
mnvsv,52.06999999999999,2018-11-08
44mL4,12.56,2018-11-08
ohy1h,15.14,2018-11-08
hLE7c,14.14,2018-11-08
0hz_c,10.64,2018-11-08
LlzVV,35.059999999999995,2018-11-08
5QmZ2,37.7,2018-11-08
m63Jh,5.85,2018-11-08
pzyEe,72.22,2018-11-08
BJTjp,45.58,2018-11-08
~aaaG,36.0,2018-11-08
szfIf,12.76,2018-11-08
vPgSq,22.93,2018-11-08
8QSYY,72.83,2018-11-08
~CBUp,0.0,2018-11-08
lkqei,5.16,2018-11-08
SvOUx,6.19,2018-11-08
75dQQ,46.34,2018-11-08
EX05l,24.060000000000006,2018-11-08
MI57K,18.66,2018-11-08
dlLNS,11.37,2018-11-08
hBTyu,14.049999999999999,2018-11-08
rJoBC,18.77,2018-11-08
f7vjR,16.95,2018-11-08
9wVIh,8.18,2018-11-08
EjFu~,13.129999999999999,2018-11-08
ZKENW,8.33,2018-11-08
~NBPx,21.53,2018-11-08
jYxz6,32.059999999999995,2018-11-08
_XW1x,43.980000000000004,2018-11-08
I3cvS,15.83,2018-11-08
imojB,35.72,2018-11-08
Stjuf,11.48,2018-11-08
MCAhj,14.770000000000001,2018-11-08
nVuUE,16.509999999999998,2018-11-08
M0cQ4,22.1,2018-11-08
7Cpnc,41.42,2018-11-08
DD7DE,14.04,2018-11-08
l2n~S,5.960000000000001,2018-11-08
jbiEe,3.05,2018-11-08
rZHaS,8.3,2018-11-08
dVoXR,4.18,2018-11-08
vArdN,34.64,2018-11-08
JaRjz,86.93,2018-11-08
v7fPP,71.74000000000001,2018-11-08
T3zvr,20.43,2018-11-08
aDoMW,23.47,2018-11-08
tSvnl,29.400000000000002,2018-11-08
Cv05V,31.189999999999998,2018-11-08
SI30j,12.4,2018-11-08
CqO4B,11.68,2018-11-08
65fom,15.42,2018-11-08
3Lksh,41.83,2018-11-08
NDEqG,40.43,2018-11-08
dXLrH,27.24,2018-11-08
cT2wr,12.91,2018-11-08
lj7LI,36.02,2018-11-08
80_MN,34.61,2018-11-08
ptW8_,40.77,2018-11-08
~9Xkh,94.6,2018-11-08
mWzcl,8.14,2018-11-08
b6OLn,10.05,2018-11-08
78S1E,43.69,2018-11-08
j3BLI,27.759999999999998,2018-11-08
28av1,7.549999999999999,2018-11-08
